"","ID","Timestamp","Trial","counterbalance","phase","description_stop","paired_vid","onset","offset","description_content","importance","time","tag","vidpath","Datastring","test_trial"
"149","1077",1712757956223,"8","5","practice","1","2",12,33,"Bull #1 (who thinks the unidentified object in the water is a crocodile) and Bull #2 (who thinks it is a log) continue to argue on who is correct. Bull #1 throws a stone at the object, it does not move so Bull #2 reiterates it is a log. Bull #1 disagrees still and pokes it with a stick, no movement happens again and again bull #2 reiterates the presence of a log. Bull #1 continues to disagree and so splashes it with some water before climbing aboard the unidentified object. ",6,6,"prac_segB_desc","/static/video/Prac/wildebeest_part2.mp4","{""phase"": ""description"", ""counterbalance"": 5, ""vidpath"": ""/static/video/Prac/wildebeest_part2.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""33"", ""content"": ""Bull #1 (who thinks the unidentified object in the water is a crocodile) and Bull #2 (who thinks it is a log) continue to argue on who is correct. Bull #1 throws a stone at the object, it does not move so Bull #2 reiterates it is a log. Bull #1 disagrees still and pokes it with a stick, no movement happens again and again bull #2 reiterates the presence of a log. Bull #1 continues to disagree and so splashes it with some water before climbing aboard the unidentified object. "", ""importance"": ""6"", ""time"": 146904, ""tag"": ""prac_segB_desc""}","description"
"151","1078",1713361866872,"8","8","practice","1","2",12,33,"The bison on the left insists that it's a crocodile in the water. The bison on the right says it is a log. The bison on the left picks up a nearby rock and throws it at the object in the water, nothing happens. The bison on the right says it is a log still. The bison on the left gets annoyed at this and picks up a nearby stick and pokes the object in the water, nothing happens. The bison on the right says it is a log. The bison on the left then jumps onto the object in the water and it wobbles a bit.",5,5,"prac_segB_desc","/static/video/Prac/wildebeest_part2.mp4","{""phase"": ""description"", ""counterbalance"": 8, ""vidpath"": ""/static/video/Prac/wildebeest_part2.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""33"", ""content"": ""The bison on the left insists that it's a crocodile in the water. The bison on the right says it is a log. The bison on the left picks up a nearby rock and throws it at the object in the water, nothing happens. The bison on the right says it is a log still. The bison on the left gets annoyed at this and picks up a nearby stick and pokes the object in the water, nothing happens. The bison on the right says it is a log. The bison on the left then jumps onto the object in the water and it wobbles a bit."", ""importance"": ""5"", ""time"": 89292, ""tag"": ""prac_segB_desc""}","description"
"153","1080",1701964132973,"8","4","practice","1","2",12,33,"There is a crocodile in the river and the two cows trying to get past the river one cow starts whacking it with a stick then decided to jump on the crocodile",5,5,"prac_segB_desc","/static/video/Prac/wildebeest_part2.mp4","{""phase"": ""description"", ""counterbalance"": 4, ""vidpath"": ""/static/video/Prac/wildebeest_part2.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""33"", ""content"": ""There is a crocodile in the river and the two cows trying to get past the river one cow starts whacking it with a stick then decided to jump on the crocodile"", ""importance"": ""5"", ""time"": 44391, ""tag"": ""prac_segB_desc""}","description"
"155","1081",1701964182038,"8","3","practice","1","2",12,33,"The two wilderbeast were still arguing over if it was a rock or a crocodile. The one who thought it was a crocodile threw a stone at it and then poked it with a stick. He then jumped onto it.",7,7,"prac_segB_desc","/static/video/Prac/wildebeest_part2.mp4","{""phase"": ""description"", ""counterbalance"": 3, ""vidpath"": ""/static/video/Prac/wildebeest_part2.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""33"", ""content"": ""The two wilderbeast were still arguing over if it was a rock or a crocodile. The one who thought it was a crocodile threw a stone at it and then poked it with a stick. He then jumped onto it."", ""importance"": ""7"", ""time"": 112147, ""tag"": ""prac_segB_desc""}","description"
"158","1083",1703608590888,"8","2","practice","1","2",12,33,"where the two animal are still argue over a log or a crocodie",7,7,"prac_segB_desc","/static/video/Prac/wildebeest_part2.mp4","{""phase"": ""description"", ""counterbalance"": 2, ""vidpath"": ""/static/video/Prac/wildebeest_part2.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""33"", ""content"": ""where the two animal are still argue over a log or a crocodie"", ""importance"": ""7"", ""time"": 175278, ""tag"": ""prac_segB_desc""}","description"
"161","1084",1712072805273,"8","6","practice","1","2",12,33,"The wildebeest standing on the left, threw a rock at the alligator or a log, to see if it moves or not. The wildebeest on the left said it's a log because it didn't move, then the one on the left splashed water on it and jumped on top of the alligator/log",6,6,"prac_segB_desc","/static/video/Prac/wildebeest_part2.mp4","{""phase"": ""description"", ""counterbalance"": 6, ""vidpath"": ""/static/video/Prac/wildebeest_part2.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""33"", ""content"": ""The wildebeest standing on the left, threw a rock at the alligator or a log, to see if it moves or not. The wildebeest on the left said it's a log because it didn't move, then the one on the left splashed water on it and jumped on top of the alligator/log"", ""importance"": ""6"", ""time"": 185258, ""tag"": ""prac_segB_desc""}","description"
"163","1085",1711991672988,"8","7","practice","1","2",12,33,"The bulls kept bickering about whether that thing in the water was a log, or an alligator. The bull poked it with a stick, and then got on top of it. Nothing happened when he got on top of it, insinuating it was not a live animal.",5,5,"prac_segB_desc","/static/video/Prac/wildebeest_part2.mp4","{""phase"": ""description"", ""counterbalance"": 7, ""vidpath"": ""/static/video/Prac/wildebeest_part2.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""33"", ""content"": ""The bulls kept bickering about whether that thing in the water was a log, or an alligator. The bull poked it with a stick, and then got on top of it. Nothing happened when he got on top of it, insinuating it was not a live animal."", ""importance"": ""5"", ""time"": 47644, ""tag"": ""prac_segB_desc""}","description"
"165","1086",1712758519111,"8","2","practice","1","2",12,33,"The two bison are debating if the object in the water is an alligator or a piece of wood. One of them jumps onto it to prove their point.",6,6,"prac_segB_desc","/static/video/Prac/wildebeest_part2.mp4","{""phase"": ""description"", ""counterbalance"": 2, ""vidpath"": ""/static/video/Prac/wildebeest_part2.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""33"", ""content"": ""The two bison are debating if the object in the water is an alligator or a piece of wood. One of them jumps onto it to prove their point."", ""importance"": ""6"", ""time"": 59963, ""tag"": ""prac_segB_desc""}","description"
"168","1087",1712070264868,"8","6","practice","1","2",12,33,"The two wilder beasts are arguing about the floating object in the river. One of them think its a crocodile while the other is convinced its a log. One pokes the object with a stick and splashes water on it and then eventually jumps on the object.",5,5,"prac_segB_desc","/static/video/Prac/wildebeest_part2.mp4","{""phase"": ""description"", ""counterbalance"": 6, ""vidpath"": ""/static/video/Prac/wildebeest_part2.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""33"", ""content"": ""The two wilder beasts are arguing about the floating object in the river. One of them think its a crocodile while the other is convinced its a log. One pokes the object with a stick and splashes water on it and then eventually jumps on the object."", ""importance"": ""5"", ""time"": 96161, ""tag"": ""prac_segB_desc""}","description"
"170","1088",1713279587754,"8","2","practice","1","2",12,33,"There are two cartoon wildebeast standing on the bank of a river debating whether an object in the water is either a log or a crocodile. One throws a stone at it then pokes it with a stick before jumping on it. There is no indication of what it is.",6,6,"prac_segB_desc","/static/video/Prac/wildebeest_part2.mp4","{""phase"": ""description"", ""counterbalance"": 2, ""vidpath"": ""/static/video/Prac/wildebeest_part2.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""33"", ""content"": ""There are two cartoon wildebeast standing on the bank of a river debating whether an object in the water is either a log or a crocodile. One throws a stone at it then pokes it with a stick before jumping on it. There is no indication of what it is."", ""importance"": ""6"", ""time"": 81006, ""tag"": ""prac_segB_desc""}","description"
"173","1090",1701965783360,"8","7","practice","1","2",12,33,"two cows were arguing about whether an object in the water was a crocodile of log so one cow pooks it with a stick and then throws water on it",5,5,"prac_segB_desc","/static/video/Prac/wildebeest_part2.mp4","{""phase"": ""description"", ""counterbalance"": 7, ""vidpath"": ""/static/video/Prac/wildebeest_part2.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""33"", ""content"": ""two cows were arguing about whether an object in the water was a crocodile of log so one cow pooks it with a stick and then throws water on it"", ""importance"": ""5"", ""time"": 83594, ""tag"": ""prac_segB_desc""}","description"
"175","1091",1702394679917,"8","5","practice","1","2",12,33,"The two bulls were trying to figure out of the item in the lake is a crocodile or a log. one is convinced that the item is a crocodiles back, the other is adamant it is a log. one of the bulls tries various ways to provoke the crocodile out of the water. he pokes it with a stick, splashes it with water and then proceeds to stand on it. nothing has disturbed the item int he water so we don't yet know what it is.",6,6,"prac_segB_desc","/static/video/Prac/wildebeest_part2.mp4","{""phase"": ""description"", ""counterbalance"": 5, ""vidpath"": ""/static/video/Prac/wildebeest_part2.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""33"", ""content"": ""The two bulls were trying to figure out of the item in the lake is a crocodile or a log. one is convinced that the item is a crocodiles back, the other is adamant it is a log. one of the bulls tries various ways to provoke the crocodile out of the water. he pokes it with a stick, splashes it with water and then proceeds to stand on it. nothing has disturbed the item int he water so we don't yet know what it is."", ""importance"": ""6"", ""time"": 92309, ""tag"": ""prac_segB_desc""}","description"
"177","1092",1712070359002,"8","5","practice","1","2",12,33,"Two buffalo are at the edge of a piece of land, by the water. They are looking at something poking out of the water. One of them thinks it's a crocodile and the other one thinks it's a log. The one who thinks it's a crocodile throws a rock at it, pokes it with a stick, and jumps on top of it.",5,5,"prac_segB_desc","/static/video/Prac/wildebeest_part2.mp4","{""phase"": ""description"", ""counterbalance"": 5, ""vidpath"": ""/static/video/Prac/wildebeest_part2.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""33"", ""content"": ""Two buffalo are at the edge of a piece of land, by the water. They are looking at something poking out of the water. One of them thinks it's a crocodile and the other one thinks it's a log. The one who thinks it's a crocodile throws a rock at it, pokes it with a stick, and jumps on top of it."", ""importance"": ""5"", ""time"": 70409, ""tag"": ""prac_segB_desc""}","description"
"179","1093",1712770119946,"8","1","practice","1","2",12,33,"Two gnu are standing next to a bosy of water, with an object in it. One gnu believes that the object is a crocodile, whilst the other thinks that it is a log. The former gnu keeps trying to convince the other one, but the latter one remains skeptical throughout. The former gnu throws a stone at the object, splashes, and prods it with a stick, but to no vail. Eventually, the former gnu mounts the object.",6,6,"prac_segB_desc","/static/video/Prac/wildebeest_part2.mp4","{""phase"": ""description"", ""counterbalance"": 1, ""vidpath"": ""/static/video/Prac/wildebeest_part2.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""33"", ""content"": ""Two gnu are standing next to a bosy of water, with an object in it. One gnu believes that the object is a crocodile, whilst the other thinks that it is a log. The former gnu keeps trying to convince the other one, but the latter one remains skeptical throughout. The former gnu throws a stone at the object, splashes, and prods it with a stick, but to no vail. Eventually, the former gnu mounts the object."", ""importance"": ""6"", ""time"": 137421, ""tag"": ""prac_segB_desc""}","description"
"182","1094",1701961696046,"8","5","practice","1","2",12,33,"Two buffalos are by a lake discussing whether or not a 'log' is a crocodile or, infact, a log. \nThey disagree and then one of them jumps on the 'log'!",5,5,"prac_segB_desc","/static/video/Prac/wildebeest_part2.mp4","{""phase"": ""description"", ""counterbalance"": 5, ""vidpath"": ""/static/video/Prac/wildebeest_part2.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""33"", ""content"": ""Two buffalos are by a lake discussing whether or not a 'log' is a crocodile or, infact, a log. \nThey disagree and then one of them jumps on the 'log'!"", ""importance"": ""5"", ""time"": 65522, ""tag"": ""prac_segB_desc""}","description"
"184","1095",1701961830968,"8","1","practice","1","2",12,33,"The two animals are arguing over whether the object in the water is a crocodile or a log. One is brave and steps onto it.",5,5,"prac_segB_desc","/static/video/Prac/wildebeest_part2.mp4","{""phase"": ""description"", ""counterbalance"": 1, ""vidpath"": ""/static/video/Prac/wildebeest_part2.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""33"", ""content"": ""The two animals are arguing over whether the object in the water is a crocodile or a log. One is brave and steps onto it."", ""importance"": ""5"", ""time"": 29781, ""tag"": ""prac_segB_desc""}","description"
"187","1096",1702394234831,"8","2","practice","1","2",12,33,"Two wildebeest stand next to the edge of a body of water. They argue over what sits in front of them in the water, is it a log or a crocodile? The one wildebeest thinks it's a croc so he throws a rock at it. They continue to argue about what it is. Next he pokes it with a stick, still nothing. The wildebeest then splashes it with water and jumps on it to try and prove it's a croc and not a log. ",2,2,"prac_segB_desc","/static/video/Prac/wildebeest_part2.mp4","{""phase"": ""description"", ""counterbalance"": 2, ""vidpath"": ""/static/video/Prac/wildebeest_part2.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""33"", ""content"": ""Two wildebeest stand next to the edge of a body of water. They argue over what sits in front of them in the water, is it a log or a crocodile? The one wildebeest thinks it's a croc so he throws a rock at it. They continue to argue about what it is. Next he pokes it with a stick, still nothing. The wildebeest then splashes it with water and jumps on it to try and prove it's a croc and not a log. "", ""importance"": ""2"", ""time"": 206476, ""tag"": ""prac_segB_desc""}","description"
"190","1098",1701965880220,"8","1","practice","1","2",12,33,"The wilderbeest are still by the side of the river with one thinking that the lump in the river is a crocodile and the other a log. The wilderbeest closest to the edge first throws a stone onto the lump, then jabs it with a twig, then splashes water onto it before finally jumping onto it",7,7,"prac_segB_desc","/static/video/Prac/wildebeest_part2.mp4","{""phase"": ""description"", ""counterbalance"": 1, ""vidpath"": ""/static/video/Prac/wildebeest_part2.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""33"", ""content"": ""The wilderbeest are still by the side of the river with one thinking that the lump in the river is a crocodile and the other a log. The wilderbeest closest to the edge first throws a stone onto the lump, then jabs it with a twig, then splashes water onto it before finally jumping onto it"", ""importance"": ""7"", ""time"": 94009, ""tag"": ""prac_segB_desc""}","description"
"193","1099",1702480224987,"8","2","practice","1","2",12,33,"The cows continue to debate what the object was. The cow who thinks it is a crocodile prodded it with a stick. Then he splashed it with water. Finally, he jumped on it.",5,5,"prac_segB_desc","/static/video/Prac/wildebeest_part2.mp4","{""phase"": ""description"", ""counterbalance"": 2, ""vidpath"": ""/static/video/Prac/wildebeest_part2.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""33"", ""content"": ""The cows continue to debate what the object was. The cow who thinks it is a crocodile prodded it with a stick. Then he splashed it with water. Finally, he jumped on it."", ""importance"": ""5"", ""time"": 56676, ""tag"": ""prac_segB_desc""}","description"
"196","1100",1703168438542,"8","8","practice","1","2",12,33,"A herd of buffalo were stood at the side of a lake or watering hole. They had noticed something in the water but were unsure what it is. One buffalo thought it was a log, while the other thought it was a crocodile or alligator. They threw stones at the object and prodded it with a stick, but the object did not move or respond. One buffalo stepped onto the object.",6,6,"prac_segB_desc","/static/video/Prac/wildebeest_part2.mp4","{""phase"": ""description"", ""counterbalance"": 8, ""vidpath"": ""/static/video/Prac/wildebeest_part2.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""33"", ""content"": ""A herd of buffalo were stood at the side of a lake or watering hole. They had noticed something in the water but were unsure what it is. One buffalo thought it was a log, while the other thought it was a crocodile or alligator. They threw stones at the object and prodded it with a stick, but the object did not move or respond. One buffalo stepped onto the object."", ""importance"": ""6"", ""time"": 57242, ""tag"": ""prac_segB_desc""}","description"
"198","1101",1712070544522,"8","2","practice","1","2",12,33,"Two moose are trying to figure out if the object in the water is an alligator or a tree limb. They go back and forth trying to figure it out. The moose on the left throws a pebble at the object. It does not respond. He then carefully steps on to the object. ",6,6,"prac_segB_desc","/static/video/Prac/wildebeest_part2.mp4","{""phase"": ""description"", ""counterbalance"": 2, ""vidpath"": ""/static/video/Prac/wildebeest_part2.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""33"", ""content"": ""Two moose are trying to figure out if the object in the water is an alligator or a tree limb. They go back and forth trying to figure it out. The moose on the left throws a pebble at the object. It does not respond. He then carefully steps on to the object. "", ""importance"": ""6"", ""time"": 97541, ""tag"": ""prac_segB_desc""}","description"
"201","1102",1712672448048,"8","7","practice","1","2",12,33,"The two cows looking at something in the water are disagreeing about whether it is a log or a crocodile. The one that thinks it is a crocodile tried various tactics to find out what it is. It throws a pebble on it, it pokes it with a stick and finally it jumps onto the thing in the water. The other cow continues to think it is a log",6,6,"prac_segB_desc","/static/video/Prac/wildebeest_part2.mp4","{""phase"": ""description"", ""counterbalance"": 7, ""vidpath"": ""/static/video/Prac/wildebeest_part2.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""33"", ""content"": ""The two cows looking at something in the water are disagreeing about whether it is a log or a crocodile. The one that thinks it is a crocodile tried various tactics to find out what it is. It throws a pebble on it, it pokes it with a stick and finally it jumps onto the thing in the water. The other cow continues to think it is a log"", ""importance"": ""6"", ""time"": 87508, ""tag"": ""prac_segB_desc""}","description"
"203","1105",1701965071303,"8","0","practice","1","2",12,33,"The Wildebeest that is convinced that the object in the water is an alligator/crocodile started poking the object with a stick. Because the object did not move the other one was still convinced that the object is a log. So the one that is convinced that it is an alligator/crocodile then proceeded to jump on the object in the water.",7,7,"prac_segB_desc","/static/video/Prac/wildebeest_part2.mp4","{""phase"": ""description"", ""counterbalance"": 0, ""vidpath"": ""/static/video/Prac/wildebeest_part2.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""33"", ""content"": ""The Wildebeest that is convinced that the object in the water is an alligator/crocodile started poking the object with a stick. Because the object did not move the other one was still convinced that the object is a log. So the one that is convinced that it is an alligator/crocodile then proceeded to jump on the object in the water."", ""importance"": ""7"", ""time"": 158649, ""tag"": ""prac_segB_desc""}","description"
"206","1107",1703353907353,"8","7","practice","1","2",12,33,"A herd of cows were waiting to go into a river. One cow thought that there was a submerged crocodile in the water and another cow thought that it was a log. The cow who thought that it was a crocodile decided to firstly poke the submerged item with a stick and then proceeded to jump on top of it",6,6,"prac_segB_desc","/static/video/Prac/wildebeest_part2.mp4","{""phase"": ""description"", ""counterbalance"": 7, ""vidpath"": ""/static/video/Prac/wildebeest_part2.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""33"", ""content"": ""A herd of cows were waiting to go into a river. One cow thought that there was a submerged crocodile in the water and another cow thought that it was a log. The cow who thought that it was a crocodile decided to firstly poke the submerged item with a stick and then proceeded to jump on top of it"", ""importance"": ""6"", ""time"": 102651, ""tag"": ""prac_segB_desc""}","description"
"208","1108",1703168371610,"8","8","practice","1","2",12,33,"The two animals carried on argue whether it was a crocodile or log. The one who thought it was a crocodile throw a stone at it then poked it with a stick, he then got on the crocodile.",5,5,"prac_segB_desc","/static/video/Prac/wildebeest_part2.mp4","{""phase"": ""description"", ""counterbalance"": 8, ""vidpath"": ""/static/video/Prac/wildebeest_part2.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""33"", ""content"": ""The two animals carried on argue whether it was a crocodile or log. The one who thought it was a crocodile throw a stone at it then poked it with a stick, he then got on the crocodile."", ""importance"": ""5"", ""time"": 73607, ""tag"": ""prac_segB_desc""}","description"
"210","1109",1702394277926,"8","2","practice","1","2",12,33,"A group of buffalo are standing next to a river and are contemplating whether the object floating in the river is a wooden log or a crocodile. Eventually, one of the buffalo takes a risk and jumps on the object which turns out to be a log.",6,6,"prac_segB_desc","/static/video/Prac/wildebeest_part2.mp4","{""phase"": ""description"", ""counterbalance"": 2, ""vidpath"": ""/static/video/Prac/wildebeest_part2.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""33"", ""content"": ""A group of buffalo are standing next to a river and are contemplating whether the object floating in the river is a wooden log or a crocodile. Eventually, one of the buffalo takes a risk and jumps on the object which turns out to be a log."", ""importance"": ""6"", ""time"": 102997, ""tag"": ""prac_segB_desc""}","description"
"213","1110",1702394675829,"8","2","practice","1","2",12,33,"The first wildebeest continues to insist the object is only a log. After throwing pebbles at it and splashing it with water, he actually jumps onto it.",7,7,"prac_segB_desc","/static/video/Prac/wildebeest_part2.mp4","{""phase"": ""description"", ""counterbalance"": 2, ""vidpath"": ""/static/video/Prac/wildebeest_part2.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""33"", ""content"": ""The first wildebeest continues to insist the object is only a log. After throwing pebbles at it and splashing it with water, he actually jumps onto it."", ""importance"": ""7"", ""time"": 60977, ""tag"": ""prac_segB_desc""}","description"
"216","1112",1712585157690,"8","7","practice","1","2",12,33,"As both cows stood by the bank of the river, they were wondering how to cross to the other side of the river and wondered whether it was safe to step on whatever was protruding out of the river. The cow thought it was an alligator, so he threw of stick at it to poke it, and the object moved somewhat. This led the cow to think it was a tree trunk that was poking through the river. ",6,6,"prac_segB_desc","/static/video/Prac/wildebeest_part2.mp4","{""phase"": ""description"", ""counterbalance"": 7, ""vidpath"": ""/static/video/Prac/wildebeest_part2.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""33"", ""content"": ""As both cows stood by the bank of the river, they were wondering how to cross to the other side of the river and wondered whether it was safe to step on whatever was protruding out of the river. The cow thought it was an alligator, so he threw of stick at it to poke it, and the object moved somewhat. This led the cow to think it was a tree trunk that was poking through the river. "", ""importance"": ""6"", ""time"": 244119, ""tag"": ""prac_segB_desc""}","description"
"218","1113",1713361921584,"10","8","practice","1","2",12,33,"Two wildebeast are trying to decide if what they can see in the water is a crocodile or a log. One pokes it with a stick. nothing happens. They debate for a little while until one goes close and it turns out it is a crocodile and gets pulled in.",5,5,"prac_segB_desc","/static/video/Prac/wildebeest_part2.mp4","{""phase"": ""description"", ""counterbalance"": 8, ""vidpath"": ""/static/video/Prac/wildebeest_part2.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""33"", ""content"": ""Two wildebeast are trying to decide if what they can see in the water is a crocodile or a log. One pokes it with a stick. nothing happens. They debate for a little while until one goes close and it turns out it is a crocodile and gets pulled in."", ""importance"": ""5"", ""time"": 116910, ""tag"": ""prac_segB_desc""}","description"
"220","1114",1702480257472,"8","5","practice","1","2",12,33,"Two wilder beast are looking at an object in the water they want to drink from. They are arguing non-verbally about whether the object is a log or an alligator. One starts prodding it with a stick and eventually jumps on hit to try to prove to the other that its a log.",6,6,"prac_segB_desc","/static/video/Prac/wildebeest_part2.mp4","{""phase"": ""description"", ""counterbalance"": 5, ""vidpath"": ""/static/video/Prac/wildebeest_part2.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""33"", ""content"": ""Two wilder beast are looking at an object in the water they want to drink from. They are arguing non-verbally about whether the object is a log or an alligator. One starts prodding it with a stick and eventually jumps on hit to try to prove to the other that its a log."", ""importance"": ""6"", ""time"": 73434, ""tag"": ""prac_segB_desc""}","description"
"222","1115",1702480288566,"8","0","practice","1","2",12,33,"The bulls were still trying to decide what it was in the water. The kicked a stone at it, prodded with a stick and splashed water on it. Then one of them got on it. Then you woke up.",7,7,"prac_segB_desc","/static/video/Prac/wildebeest_part2.mp4","{""phase"": ""description"", ""counterbalance"": 0, ""vidpath"": ""/static/video/Prac/wildebeest_part2.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""33"", ""content"": ""The bulls were still trying to decide what it was in the water. The kicked a stone at it, prodded with a stick and splashed water on it. Then one of them got on it. Then you woke up."", ""importance"": ""7"", ""time"": 59492, ""tag"": ""prac_segB_desc""}","description"
"225","1116",1702480200164,"8","2","practice","1","2",12,33,"The bulls are discussing whether its a log or a crocodile and one of them throws a stone and then jumps on top of it.",6,6,"prac_segB_desc","/static/video/Prac/wildebeest_part2.mp4","{""phase"": ""description"", ""counterbalance"": 2, ""vidpath"": ""/static/video/Prac/wildebeest_part2.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""33"", ""content"": ""The bulls are discussing whether its a log or a crocodile and one of them throws a stone and then jumps on top of it."", ""importance"": ""6"", ""time"": 40192, ""tag"": ""prac_segB_desc""}","description"
"228","1117",1702480393237,"8","2","practice","1","2",12,33,"The first sheep keeps repeating that the thing is a crocodile and tests it by throwing a pebble, pokeing it with a stick, splashing water on it and eventually jumping on it. All whilst arguing whether it was a crocodile or a log.",6,6,"prac_segB_desc","/static/video/Prac/wildebeest_part2.mp4","{""phase"": ""description"", ""counterbalance"": 2, ""vidpath"": ""/static/video/Prac/wildebeest_part2.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""33"", ""content"": ""The first sheep keeps repeating that the thing is a crocodile and tests it by throwing a pebble, pokeing it with a stick, splashing water on it and eventually jumping on it. All whilst arguing whether it was a crocodile or a log."", ""importance"": ""6"", ""time"": 173790, ""tag"": ""prac_segB_desc""}","description"
"231","1118",1712070678008,"8","5","practice","1","2",12,33,"The buffalo that thought it was an alligator continued to insist it was right and then poked it with a stick. Once nothing happened it moved on top of the object floating in the water.",6,6,"prac_segB_desc","/static/video/Prac/wildebeest_part2.mp4","{""phase"": ""description"", ""counterbalance"": 5, ""vidpath"": ""/static/video/Prac/wildebeest_part2.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""33"", ""content"": ""The buffalo that thought it was an alligator continued to insist it was right and then poked it with a stick. Once nothing happened it moved on top of the object floating in the water."", ""importance"": ""6"", ""time"": 94712, ""tag"": ""prac_segB_desc""}","description"
"233","1119",1703353894563,"8","7","practice","1","2",12,33,"The 2 rams were stilling arguing if the thing in the water was a log or a croc.  The one thew water on it, rocks, poked it with a stick and it did not budge.  So the one just decided to step on it.",7,7,"prac_segB_desc","/static/video/Prac/wildebeest_part2.mp4","{""phase"": ""description"", ""counterbalance"": 7, ""vidpath"": ""/static/video/Prac/wildebeest_part2.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""33"", ""content"": ""The 2 rams were stilling arguing if the thing in the water was a log or a croc.  The one thew water on it, rocks, poked it with a stick and it did not budge.  So the one just decided to step on it."", ""importance"": ""7"", ""time"": 59966, ""tag"": ""prac_segB_desc""}","description"
"235","1120",1703169072421,"8","8","practice","1","2",12,33,"The ox that thinks it's an alligator throws a rock at it, pokes it with a stick, and then stands on it.",6,6,"prac_segB_desc","/static/video/Prac/wildebeest_part2.mp4","{""phase"": ""description"", ""counterbalance"": 8, ""vidpath"": ""/static/video/Prac/wildebeest_part2.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""33"", ""content"": ""The ox that thinks it's an alligator throws a rock at it, pokes it with a stick, and then stands on it."", ""importance"": ""6"", ""time"": 55417, ""tag"": ""prac_segB_desc""}","description"
"237","1121",1703168378608,"8","8","practice","1","2",12,33,"two wilderbeast at the rivers edge debating whether they are looking a log or a croc in the water in front of them. One thinks it's a log the other a croc. One throws a stone then a stick then splashes water on the unknown floating item to see what happens. nothing happens so the wilderbeast steps on the the unknown floating item.",6,6,"prac_segB_desc","/static/video/Prac/wildebeest_part2.mp4","{""phase"": ""description"", ""counterbalance"": 8, ""vidpath"": ""/static/video/Prac/wildebeest_part2.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""33"", ""content"": ""two wilderbeast at the rivers edge debating whether they are looking a log or a croc in the water in front of them. One thinks it's a log the other a croc. One throws a stone then a stick then splashes water on the unknown floating item to see what happens. nothing happens so the wilderbeast steps on the the unknown floating item."", ""importance"": ""6"", ""time"": 152053, ""tag"": ""prac_segB_desc""}","description"
"239","1122",1711991932030,"8","4","practice","1","2",12,33,"Two oxen are stood by the shore, they are debating whether the object in the water is either a log or a crocodile.  Each oxen believes that the object is different from what the other oxen believes.  One oxen prods the object with a stick and there is no response.  One of the oxen then jumps atop of the object and again there is no response.",5,5,"prac_segB_desc","/static/video/Prac/wildebeest_part2.mp4","{""phase"": ""description"", ""counterbalance"": 4, ""vidpath"": ""/static/video/Prac/wildebeest_part2.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""33"", ""content"": ""Two oxen are stood by the shore, they are debating whether the object in the water is either a log or a crocodile.  Each oxen believes that the object is different from what the other oxen believes.  One oxen prods the object with a stick and there is no response.  One of the oxen then jumps atop of the object and again there is no response."", ""importance"": ""5"", ""time"": 107073, ""tag"": ""prac_segB_desc""}","description"
