"","ID","Timestamp","Trial","counterbalance","phase","description_stop","paired_vid","onset","offset","description_content","importance","time","tag","vidpath","Datastring","test_trial"
"519","1076",1712072204034,"8","0","practice","1","2",12,33,"The two water buffalos continue arguing over the green object in the water, one thinks it is a log, the other a crocodile. After some back and forth, the buffalo who thinks the object is a crocodile pokes the object with a stick. Nothing happens. Then that same buffalo jumps onto the object in the water.",6,6,"prac_segB_desc","/static/video/Prac/wildebeest_part2.mp4","{""phase"": ""description"", ""counterbalance"": 0, ""vidpath"": ""/static/video/Prac/wildebeest_part2.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""33"", ""content"": ""The two water buffalos continue arguing over the green object in the water, one thinks it is a log, the other a crocodile. After some back and forth, the buffalo who thinks the object is a crocodile pokes the object with a stick. Nothing happens. Then that same buffalo jumps onto the object in the water."", ""importance"": ""6"", ""time"": 96566, ""tag"": ""prac_segB_desc""}","description"
"528","1077",1711995868920,"8","4","practice","1","2",12,33,"Two horned cows are standing next to water, and one says the hump sticking out of the water is an alligator. The other cow shakes his head and says it's a log.  The first cow tries poking it with a stick to prove it's an alligator but gets no response.  Again, the first cow says it's an alligator and the second cow says it's a log.  The first cow tries splashing water on the hump to get a reaction.  When he doesn't get one, he then jumps on top of the hump and jumps up and down.",5,5,"prac_segB_desc","/static/video/Prac/wildebeest_part2.mp4","{""phase"": ""description"", ""counterbalance"": 4, ""vidpath"": ""/static/video/Prac/wildebeest_part2.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""33"", ""content"": ""Two horned cows are standing next to water, and one says the hump sticking out of the water is an alligator. The other cow shakes his head and says it's a log.  The first cow tries poking it with a stick to prove it's an alligator but gets no response.  Again, the first cow says it's an alligator and the second cow says it's a log.  The first cow tries splashing water on the hump to get a reaction.  When he doesn't get one, he then jumps on top of the hump and jumps up and down."", ""importance"": ""5"", ""time"": 102720, ""tag"": ""prac_segB_desc""}","description"
"536","1078",1698332995745,"8","3","practice","1","2",12,33,"There are the two wilder beasts discussing what the object is in the water. The wilder beast furthest from the screen has prodded it with a stick, splashed water on it and also stood on it to try to prove that it is just a rock and not a crocodile as the other wilder beast believes it to be",5,5,"prac_segB_desc","/static/video/Prac/wildebeest_part2.mp4","{""phase"": ""description"", ""counterbalance"": 3, ""vidpath"": ""/static/video/Prac/wildebeest_part2.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""33"", ""content"": ""There are the two wilder beasts discussing what the object is in the water. The wilder beast furthest from the screen has prodded it with a stick, splashed water on it and also stood on it to try to prove that it is just a rock and not a crocodile as the other wilder beast believes it to be"", ""importance"": ""5"", ""time"": 83828, ""tag"": ""prac_segB_desc""}","description"
"544","1079",1698251152723,"8","2","practice","1","2",12,33,"There are two bison by the waterside. They are looking at a floating object in the water. One thinks the floating object is a piece of driftwood the other thinks it's a crocodile. The latter is so insistent that it is a crocodile that he starts to poke it with a twig. When that doesn't rouse the 'crocodile' he clambers onto it.",6,6,"prac_segB_desc","/static/video/Prac/wildebeest_part2.mp4","{""phase"": ""description"", ""counterbalance"": 2, ""vidpath"": ""/static/video/Prac/wildebeest_part2.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""33"", ""content"": ""There are two bison by the waterside. They are looking at a floating object in the water. One thinks the floating object is a piece of driftwood the other thinks it's a crocodile. The latter is so insistent that it is a crocodile that he starts to poke it with a twig. When that doesn't rouse the 'crocodile' he clambers onto it."", ""importance"": ""6"", ""time"": 149877, ""tag"": ""prac_segB_desc""}","description"
"553","1081",1712070042593,"8","0","practice","1","2",12,33,"The two cows are debating whether or not the floating object in the water is a log or a aligator. Eventually, the cow prodding the object gets bored and decides to run on top of the thing in the water thus balancing on it. ",5,5,"prac_segB_desc","/static/video/Prac/wildebeest_part2.mp4","{""phase"": ""description"", ""counterbalance"": 0, ""vidpath"": ""/static/video/Prac/wildebeest_part2.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""33"", ""content"": ""The two cows are debating whether or not the floating object in the water is a log or a aligator. Eventually, the cow prodding the object gets bored and decides to run on top of the thing in the water thus balancing on it. "", ""importance"": ""5"", ""time"": 46977, ""tag"": ""prac_segB_desc""}","description"
"562","1082",1712588435857,"8","1","practice","1","2",12,33,"there was a debate between the two cows wether the object was a crocodile or a wood. the left cow used stick and water to confirm if the object will move. but the object didn't. so the cow jumped onto the object.",5,5,"prac_segB_desc","/static/video/Prac/wildebeest_part2.mp4","{""phase"": ""description"", ""counterbalance"": 1, ""vidpath"": ""/static/video/Prac/wildebeest_part2.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""33"", ""content"": ""there was a debate between the two cows wether the object was a crocodile or a wood. the left cow used stick and water to confirm if the object will move. but the object didn't. so the cow jumped onto the object."", ""importance"": ""5"", ""time"": 349135, ""tag"": ""prac_segB_desc""}","description"
"571","1084",1698258302917,"8","3","practice","1","2",12,33,"There are two buffalos that are staring at the river and looking at a non moving object/lump in the middle of the river. one of them says they think it's a crocodile while the other thinks it's a log. the one who thinks it's a crocodile throws a stone at it to see if it moves. it does not move than the buffalo splashes water to see if it moves, it doesn't move again. The other buffalo says see i told you it's a long. The buffalo that thinks it's a crocodile jumps on the none moving object to see if it will move.  ",5,5,"prac_segB_desc","/static/video/Prac/wildebeest_part2.mp4","{""phase"": ""description"", ""counterbalance"": 3, ""vidpath"": ""/static/video/Prac/wildebeest_part2.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""33"", ""content"": ""There are two buffalos that are staring at the river and looking at a non moving object/lump in the middle of the river. one of them says they think it's a crocodile while the other thinks it's a log. the one who thinks it's a crocodile throws a stone at it to see if it moves. it does not move than the buffalo splashes water to see if it moves, it doesn't move again. The other buffalo says see i told you it's a long. The buffalo that thinks it's a crocodile jumps on the none moving object to see if it will move.  "", ""importance"": ""5"", ""time"": 197465, ""tag"": ""prac_segB_desc""}","description"
"579","1085",1701964198098,"8","2","practice","1","2",12,33,"Two bison are at the edge of a lake and there is an object very close to them in the lake one thinks that its just a log the other thinks it is a crocodile. One tries to disturb the object by splashing it with water and then proceeds to stand on the object.",7,7,"prac_segB_desc","/static/video/Prac/wildebeest_part2.mp4","{""phase"": ""description"", ""counterbalance"": 2, ""vidpath"": ""/static/video/Prac/wildebeest_part2.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""33"", ""content"": ""Two bison are at the edge of a lake and there is an object very close to them in the lake one thinks that its just a log the other thinks it is a crocodile. One tries to disturb the object by splashing it with water and then proceeds to stand on the object."", ""importance"": ""7"", ""time"": 100920, ""tag"": ""prac_segB_desc""}","description"
"588","1086",1712672966219,"8","1","practice","1","2",12,33,"The OX was wondering whether the log on the lake was a crocodile or not and the other OX was disagreeing saying it was a crocodile. The OX then starting checking to see if it was a crocodile by throwing a rock a twig and them jumping on it",4,4,"prac_segB_desc","/static/video/Prac/wildebeest_part2.mp4","{""phase"": ""description"", ""counterbalance"": 1, ""vidpath"": ""/static/video/Prac/wildebeest_part2.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""33"", ""content"": ""The OX was wondering whether the log on the lake was a crocodile or not and the other OX was disagreeing saying it was a crocodile. The OX then starting checking to see if it was a crocodile by throwing a rock a twig and them jumping on it"", ""importance"": ""4"", ""time"": 83010, ""tag"": ""prac_segB_desc""}","description"
"597","1088",1711991601368,"8","2","practice","1","2",12,33,"Two claymation bulls are arguing about a lump in the water. One things it's an alligator while the other thinks it's a log. The one pokes it with a stick, throws a rock on it and eventually jumps on top of it",6,6,"prac_segB_desc","/static/video/Prac/wildebeest_part2.mp4","{""phase"": ""description"", ""counterbalance"": 2, ""vidpath"": ""/static/video/Prac/wildebeest_part2.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""33"", ""content"": ""Two claymation bulls are arguing about a lump in the water. One things it's an alligator while the other thinks it's a log. The one pokes it with a stick, throws a rock on it and eventually jumps on top of it"", ""importance"": ""6"", ""time"": 42284, ""tag"": ""prac_segB_desc""}","description"
"606","1089",1714405717458,"8","4","practice","1","2",12,33,"Two wildebeests are having an argument over whether there's a log of wood in the water or a crocodile. After a bit of back and forth, the one who thinks it's a crocodile starts poking it with a stick and eventually steps on it to prove their point. ",6,6,"prac_segB_desc","/static/video/Prac/wildebeest_part2.mp4","{""phase"": ""description"", ""counterbalance"": 4, ""vidpath"": ""/static/video/Prac/wildebeest_part2.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""33"", ""content"": ""Two wildebeests are having an argument over whether there's a log of wood in the water or a crocodile. After a bit of back and forth, the one who thinks it's a crocodile starts poking it with a stick and eventually steps on it to prove their point. "", ""importance"": ""6"", ""time"": 93284, ""tag"": ""prac_segB_desc""}","description"
"614","1091",1698252345099,"8","0","practice","1","2",12,33,"One of the water buffalo tries to prove what the thing floating in the water is. It throws a rock, prods it with a stick. It also splashes water on the thing, and finally steps on top of it.",5,5,"prac_segB_desc","/static/video/Prac/wildebeest_part2.mp4","{""phase"": ""description"", ""counterbalance"": 0, ""vidpath"": ""/static/video/Prac/wildebeest_part2.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""33"", ""content"": ""One of the water buffalo tries to prove what the thing floating in the water is. It throws a rock, prods it with a stick. It also splashes water on the thing, and finally steps on top of it."", ""importance"": ""5"", ""time"": 102310, ""tag"": ""prac_segB_desc""}","description"
"623","1092",1698251306433,"8","0","practice","1","2",12,33,"Two bulls are staring at an object in the water. They are both arguing about what it could be. One bull thinks its an alligator the other thinks it's a large stick. They continue arguing until the bull who thinks it an alligator starts poking it with a stick. Then the bull splashes it and then it jumps on the object. They both come to the conclusion it's a stick.",5,5,"prac_segB_desc","/static/video/Prac/wildebeest_part2.mp4","{""phase"": ""description"", ""counterbalance"": 0, ""vidpath"": ""/static/video/Prac/wildebeest_part2.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""33"", ""content"": ""Two bulls are staring at an object in the water. They are both arguing about what it could be. One bull thinks its an alligator the other thinks it's a large stick. They continue arguing until the bull who thinks it an alligator starts poking it with a stick. Then the bull splashes it and then it jumps on the object. They both come to the conclusion it's a stick."", ""importance"": ""5"", ""time"": 146545, ""tag"": ""prac_segB_desc""}","description"
"632","1093",1701963326025,"8","2","practice","1","2",12,33,"The two animals are still arguing about whether the object floating in the water is an alligator or a log.  One of them throws a rock at it, pokes it with a stick, and finally climbs on top of it.",5,5,"prac_segB_desc","/static/video/Prac/wildebeest_part2.mp4","{""phase"": ""description"", ""counterbalance"": 2, ""vidpath"": ""/static/video/Prac/wildebeest_part2.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""33"", ""content"": ""The two animals are still arguing about whether the object floating in the water is an alligator or a log.  One of them throws a rock at it, pokes it with a stick, and finally climbs on top of it."", ""importance"": ""5"", ""time"": 55550, ""tag"": ""prac_segB_desc""}","description"
"641","1094",1712070003105,"8","2","practice","1","2",12,33,"Two Gnu are standing by the waters edge contemplating an object in the water. Each thinks they know what the object is. One thinks it is a crocodile and the other thinks it is a log. The first pokes it with a stick and tosses a rock to see if it reacts. It seems to be a log by sound of plunk and no movement when splashed.",7,7,"prac_segB_desc","/static/video/Prac/wildebeest_part2.mp4","{""phase"": ""description"", ""counterbalance"": 2, ""vidpath"": ""/static/video/Prac/wildebeest_part2.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""33"", ""content"": ""Two Gnu are standing by the waters edge contemplating an object in the water. Each thinks they know what the object is. One thinks it is a crocodile and the other thinks it is a log. The first pokes it with a stick and tosses a rock to see if it reacts. It seems to be a log by sound of plunk and no movement when splashed."", ""importance"": ""7"", ""time"": 147745, ""tag"": ""prac_segB_desc""}","description"
"650","1095",1712073774165,"8","4","practice","1","2",12,33,"The water buffalos kept arguing back and forth over whether the thing protruding in the water was a log or a crocodile. The water buffalo who wants to prove it's a crocodile started to splash water on the protrusion and then jabbed it with a stick, but there was no reaction either time. Finally, the water buffalo jumped on top of the protrusion.",6,6,"prac_segB_desc","/static/video/Prac/wildebeest_part2.mp4","{""phase"": ""description"", ""counterbalance"": 4, ""vidpath"": ""/static/video/Prac/wildebeest_part2.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""33"", ""content"": ""The water buffalos kept arguing back and forth over whether the thing protruding in the water was a log or a crocodile. The water buffalo who wants to prove it's a crocodile started to splash water on the protrusion and then jabbed it with a stick, but there was no reaction either time. Finally, the water buffalo jumped on top of the protrusion."", ""importance"": ""6"", ""time"": 133638, ""tag"": ""prac_segB_desc""}","description"
"658","1097",1701964756188,"8","4","practice","1","2",12,33,"the two bison were discussing if the object in the water was a log or a croc. One who thought it was a croc splashed water, threw a stone and pocked at it with a stick before jumping on it.",6,6,"prac_segB_desc","/static/video/Prac/wildebeest_part2.mp4","{""phase"": ""description"", ""counterbalance"": 4, ""vidpath"": ""/static/video/Prac/wildebeest_part2.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""33"", ""content"": ""the two bison were discussing if the object in the water was a log or a croc. One who thought it was a croc splashed water, threw a stone and pocked at it with a stick before jumping on it."", ""importance"": ""6"", ""time"": 191758, ""tag"": ""prac_segB_desc""}","description"
"666","1098",1702483013870,"8","3","practice","1","2",12,33,"The animals were confused by what was in the water. One of them threw a rock at the object. The other thought it was a log. Then they pocked it wit a stick as they thought it might be a crocodile. Then one of them jumped on top of the object while it was still in the water",5,5,"prac_segB_desc","/static/video/Prac/wildebeest_part2.mp4","{""phase"": ""description"", ""counterbalance"": 3, ""vidpath"": ""/static/video/Prac/wildebeest_part2.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""33"", ""content"": ""The animals were confused by what was in the water. One of them threw a rock at the object. The other thought it was a log. Then they pocked it wit a stick as they thought it might be a crocodile. Then one of them jumped on top of the object while it was still in the water"", ""importance"": ""5"", ""time"": 258796, ""tag"": ""prac_segB_desc""}","description"
"674","1099",1701964420516,"8","3","practice","1","2",12,33,"there was 2 cows and they were trying to decide if what they were looking at in the water was a crocodile or a log, 1 of the cows prodded it with a stick but nothing happened so it then jumped on top of it.",3,3,"prac_segB_desc","/static/video/Prac/wildebeest_part2.mp4","{""phase"": ""description"", ""counterbalance"": 3, ""vidpath"": ""/static/video/Prac/wildebeest_part2.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""33"", ""content"": ""there was 2 cows and they were trying to decide if what they were looking at in the water was a crocodile or a log, 1 of the cows prodded it with a stick but nothing happened so it then jumped on top of it."", ""importance"": ""3"", ""time"": 72453, ""tag"": ""prac_segB_desc""}","description"
"682","1100",1701964172654,"8","5","practice","1","2",12,33,"Two cows were at the side of a river, looking at a shape in the water. They were trying to think about what it was, and one of the cows decided to throw a stone at it. It did not move so the cow climbed on. The options of what is could be were thought to be either a log or an alligator.",4,4,"prac_segB_desc","/static/video/Prac/wildebeest_part2.mp4","{""phase"": ""description"", ""counterbalance"": 5, ""vidpath"": ""/static/video/Prac/wildebeest_part2.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""33"", ""content"": ""Two cows were at the side of a river, looking at a shape in the water. They were trying to think about what it was, and one of the cows decided to throw a stone at it. It did not move so the cow climbed on. The options of what is could be were thought to be either a log or an alligator."", ""importance"": ""4"", ""time"": 72052, ""tag"": ""prac_segB_desc""}","description"
"690","1103",1712769438026,"8","3","practice","1","2",12,33,"two buffalo are at the waters edge,buffalo 1 thinks its a log in the water,buffalo 2 thinks its a crocadile,buffalo 1 pokes it with a stick and thinks its a log and jumps on it",7,7,"prac_segB_desc","/static/video/Prac/wildebeest_part2.mp4","{""phase"": ""description"", ""counterbalance"": 3, ""vidpath"": ""/static/video/Prac/wildebeest_part2.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""33"", ""content"": ""two buffalo are at the waters edge,buffalo 1 thinks its a log in the water,buffalo 2 thinks its a crocadile,buffalo 1 pokes it with a stick and thinks its a log and jumps on it"", ""importance"": ""7"", ""time"": 112807, ""tag"": ""prac_segB_desc""}","description"
"698","1104",1712152340952,"8","5","practice","1","2",12,33,"Two water buffalo type creatures are standing at the edge of some water. There is an object visible in the water. One of them thinks its a crocodile, the other thinks its a log. One of them prods it with a stick. Nothing happens. Then the water buffalo climbs onto the object.",6,6,"prac_segB_desc","/static/video/Prac/wildebeest_part2.mp4","{""phase"": ""description"", ""counterbalance"": 5, ""vidpath"": ""/static/video/Prac/wildebeest_part2.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""33"", ""content"": ""Two water buffalo type creatures are standing at the edge of some water. There is an object visible in the water. One of them thinks its a crocodile, the other thinks its a log. One of them prods it with a stick. Nothing happens. Then the water buffalo climbs onto the object."", ""importance"": ""6"", ""time"": 101482, ""tag"": ""prac_segB_desc""}","description"
"706","1105",1701964282310,"8","1","practice","1","2",12,33,"The two animals are discussing whether the object in the water is a log or a crocodile. \n\nThey test this out in various comical ways and then one of the goats climbs onto the objects body.",7,7,"prac_segB_desc","/static/video/Prac/wildebeest_part2.mp4","{""phase"": ""description"", ""counterbalance"": 1, ""vidpath"": ""/static/video/Prac/wildebeest_part2.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""33"", ""content"": ""The two animals are discussing whether the object in the water is a log or a crocodile. \n\nThey test this out in various comical ways and then one of the goats climbs onto the objects body."", ""importance"": ""7"", ""time"": 74010, ""tag"": ""prac_segB_desc""}","description"
"715","1106",1702481040503,"8","0","practice","1","2",12,33,"the two cows kept arguing if the thing in the water was crocodile or a log. The one that said its a crocodile poked at that thing in the water to prove to the other cow but it did not move. the cow splashed the thing with water and it did not move. The cow then continued to climb on top of that thing . The cow that said that thing is a log just kept observing.",6,6,"prac_segB_desc","/static/video/Prac/wildebeest_part2.mp4","{""phase"": ""description"", ""counterbalance"": 0, ""vidpath"": ""/static/video/Prac/wildebeest_part2.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""33"", ""content"": ""the two cows kept arguing if the thing in the water was crocodile or a log. The one that said its a crocodile poked at that thing in the water to prove to the other cow but it did not move. the cow splashed the thing with water and it did not move. The cow then continued to climb on top of that thing . The cow that said that thing is a log just kept observing."", ""importance"": ""6"", ""time"": 191050, ""tag"": ""prac_segB_desc""}","description"
"724","1107",1712757933604,"14","5","practice","1","2",12,33,"There are 2 animated bulls/cows on a piece of land looking out towards a body of water. A speech bubble comes up to indicate that one of bulls thinks the lump in the water is an alligator whilst the other bull thinks its a log. One of the bulls pokes it with a stick and splashes it with water to see if they can work out which it is.",5,5,"prac_segB_desc","/static/video/Prac/wildebeest_part2.mp4","{""phase"": ""description"", ""counterbalance"": 5, ""vidpath"": ""/static/video/Prac/wildebeest_part2.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""33"", ""content"": ""There are 2 animated bulls/cows on a piece of land looking out towards a body of water. A speech bubble comes up to indicate that one of bulls thinks the lump in the water is an alligator whilst the other bull thinks its a log. One of the bulls pokes it with a stick and splashes it with water to see if they can work out which it is."", ""importance"": ""5"", ""time"": 124550, ""tag"": ""prac_segB_desc""}","description"
"732","1108",1702480945505,"8","3","practice","1","2",12,33,"The two bison were trying to determine what was in the water. The bison on the left thought it was a crocodile, but the bison on the right thought it was a floating piece of wood. They tried to throw a rock onto the object in the water but it did not move. Then the bison went back and forth arguing what the object was again. Then the splashed some water on it and poked it with a stick. The bison were still not agreeing on what the object was. The bison on the left then jumped onto the object in the water.",3,3,"prac_segB_desc","/static/video/Prac/wildebeest_part2.mp4","{""phase"": ""description"", ""counterbalance"": 3, ""vidpath"": ""/static/video/Prac/wildebeest_part2.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""33"", ""content"": ""The two bison were trying to determine what was in the water. The bison on the left thought it was a crocodile, but the bison on the right thought it was a floating piece of wood. They tried to throw a rock onto the object in the water but it did not move. Then the bison went back and forth arguing what the object was again. Then the splashed some water on it and poked it with a stick. The bison were still not agreeing on what the object was. The bison on the left then jumped onto the object in the water."", ""importance"": ""3"", ""time"": 192788, ""tag"": ""prac_segB_desc""}","description"
"740","1109",1714405559630,"8","4","practice","1","2",12,33,"There are two wildebeest at a waterhole. They are debating whether they can see a crocodile or a log in the water. One of them throws a stone at it, then pokes it with a stick, then stands on top of the log/crocodile.",4,4,"prac_segB_desc","/static/video/Prac/wildebeest_part2.mp4","{""phase"": ""description"", ""counterbalance"": 4, ""vidpath"": ""/static/video/Prac/wildebeest_part2.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""33"", ""content"": ""There are two wildebeest at a waterhole. They are debating whether they can see a crocodile or a log in the water. One of them throws a stone at it, then pokes it with a stick, then stands on top of the log/crocodile."", ""importance"": ""4"", ""time"": 75813, ""tag"": ""prac_segB_desc""}","description"
"748","1110",1713887445220,"8","0","practice","1","2",12,33,"The bison's continued arguing about if it was a log or an alligator.  The bison on the right thinks it's a log, the one on the left thinks it's an alligator.  The one on the left threw a stone, then a stick, and is now jumping on the alligator/log to see what it really is.",5,5,"prac_segB_desc","/static/video/Prac/wildebeest_part2.mp4","{""phase"": ""description"", ""counterbalance"": 0, ""vidpath"": ""/static/video/Prac/wildebeest_part2.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""33"", ""content"": ""The bison's continued arguing about if it was a log or an alligator.  The bison on the right thinks it's a log, the one on the left thinks it's an alligator.  The one on the left threw a stone, then a stick, and is now jumping on the alligator/log to see what it really is."", ""importance"": ""5"", ""time"": 56253, ""tag"": ""prac_segB_desc""}","description"
"757","1112",1701962527924,"8","1","practice","1","2",12,33,"The first Buffalo suspected the thing in the water was a crocodile and it would attack them, while the second buffalo insisted it was a log of word, The first buffalo threw a pebble at it, splashed it with water and then climbed on it.",7,7,"prac_segB_desc","/static/video/Prac/wildebeest_part2.mp4","{""phase"": ""description"", ""counterbalance"": 1, ""vidpath"": ""/static/video/Prac/wildebeest_part2.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""33"", ""content"": ""The first Buffalo suspected the thing in the water was a crocodile and it would attack them, while the second buffalo insisted it was a log of word, The first buffalo threw a pebble at it, splashed it with water and then climbed on it."", ""importance"": ""7"", ""time"": 125267, ""tag"": ""prac_segB_desc""}","description"
"766","1114",1701965997706,"14","0","practice","1","2",12,33,"The cows kept arguing over whether or not it was a log or an alligator. The cow that thinks it is an alligator started throwing things at it and eventually jumped on top of it.",7,7,"prac_segB_desc","/static/video/Prac/wildebeest_part2.mp4","{""phase"": ""description"", ""counterbalance"": 0, ""vidpath"": ""/static/video/Prac/wildebeest_part2.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""33"", ""content"": ""The cows kept arguing over whether or not it was a log or an alligator. The cow that thinks it is an alligator started throwing things at it and eventually jumped on top of it."", ""importance"": ""7"", ""time"": 49307, ""tag"": ""prac_segB_desc""}","description"
"775","1115",1701964265431,"12","2","practice","1","2",12,33,"Two water buffalo are by a River arguing over whether something is a Crocodille or a log. Initially one throws a stone at it, then pokes it with a stick before jumping onto it.",6,6,"prac_segB_desc","/static/video/Prac/wildebeest_part2.mp4","{""phase"": ""description"", ""counterbalance"": 2, ""vidpath"": ""/static/video/Prac/wildebeest_part2.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""33"", ""content"": ""Two water buffalo are by a River arguing over whether something is a Crocodille or a log. Initially one throws a stone at it, then pokes it with a stick before jumping onto it."", ""importance"": ""6"", ""time"": 92611, ""tag"": ""prac_segB_desc""}","description"
"784","1116",1701964901562,"8","0","practice","1","2",12,33,"The two cows were still at the lake and they continued arguing over whether the thing in the water was a crocodile or a log. The cow that was arguing that it was a crocodile threw a rock at the thing, and it didn't move. It then proceeded to tap the thing and eventually jumped on top of it.",6,6,"prac_segB_desc","/static/video/Prac/wildebeest_part2.mp4","{""phase"": ""description"", ""counterbalance"": 0, ""vidpath"": ""/static/video/Prac/wildebeest_part2.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""33"", ""content"": ""The two cows were still at the lake and they continued arguing over whether the thing in the water was a crocodile or a log. The cow that was arguing that it was a crocodile threw a rock at the thing, and it didn't move. It then proceeded to tap the thing and eventually jumped on top of it."", ""importance"": ""6"", ""time"": 98506, ""tag"": ""prac_segB_desc""}","description"
"793","1117",1701964248966,"8","2","practice","1","2",12,33,"The two wildebeest continue to argue about whether or not the object in the water is an alligator or a log. The first wildebeest tries to convince the other one by tossing a rock at the object, poking it with a stick, and finally stepping on it as a final test.",6,6,"prac_segB_desc","/static/video/Prac/wildebeest_part2.mp4","{""phase"": ""description"", ""counterbalance"": 2, ""vidpath"": ""/static/video/Prac/wildebeest_part2.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""33"", ""content"": ""The two wildebeest continue to argue about whether or not the object in the water is an alligator or a log. The first wildebeest tries to convince the other one by tossing a rock at the object, poking it with a stick, and finally stepping on it as a final test."", ""importance"": ""6"", ""time"": 131857, ""tag"": ""prac_segB_desc""}","description"
"802","1118",1712070089745,"8","3","practice","1","2",12,33,"The two wildebeest continue arguing whether the object in the water is a log or a crocodile. One throws a stone at it, then pokes it with a stick before climbing on top of it.",5,5,"prac_segB_desc","/static/video/Prac/wildebeest_part2.mp4","{""phase"": ""description"", ""counterbalance"": 3, ""vidpath"": ""/static/video/Prac/wildebeest_part2.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""33"", ""content"": ""The two wildebeest continue arguing whether the object in the water is a log or a crocodile. One throws a stone at it, then pokes it with a stick before climbing on top of it."", ""importance"": ""5"", ""time"": 45270, ""tag"": ""prac_segB_desc""}","description"
"810","1119",1714489440518,"8","0","practice","1","2",12,33,"The buffalo were looking into the water at what they weren't sure was an alligator. One buffalo thought it was, while the other thought it might be a log. They threw a rock at it, splashed water on it, and one of them even walked on top of it to try and figure out what it was.",5,5,"prac_segB_desc","/static/video/Prac/wildebeest_part2.mp4","{""phase"": ""description"", ""counterbalance"": 0, ""vidpath"": ""/static/video/Prac/wildebeest_part2.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""33"", ""content"": ""The buffalo were looking into the water at what they weren't sure was an alligator. One buffalo thought it was, while the other thought it might be a log. They threw a rock at it, splashed water on it, and one of them even walked on top of it to try and figure out what it was."", ""importance"": ""5"", ""time"": 58734, ""tag"": ""prac_segB_desc""}","description"
"819","1120",1712073765254,"8","3","practice","1","2",12,33,"They argue over if it is a log or a crocodile in the water. The one animal throws stones at it and hits it with a stick ,but nothing happens. It then jumps onto the object.",7,7,"prac_segB_desc","/static/video/Prac/wildebeest_part2.mp4","{""phase"": ""description"", ""counterbalance"": 3, ""vidpath"": ""/static/video/Prac/wildebeest_part2.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""33"", ""content"": ""They argue over if it is a log or a crocodile in the water. The one animal throws stones at it and hits it with a stick ,but nothing happens. It then jumps onto the object."", ""importance"": ""7"", ""time"": 42881, ""tag"": ""prac_segB_desc""}","description"
"827","1121",1712070179691,"8","5","practice","1","2",12,33,"The left hand wildebeest insisted that the object in the water is a crocodile. It threw a pebble at the object, but go no reaction, so it splashed water on it. It then jumped over onto the object.",6,6,"prac_segB_desc","/static/video/Prac/wildebeest_part2.mp4","{""phase"": ""description"", ""counterbalance"": 5, ""vidpath"": ""/static/video/Prac/wildebeest_part2.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""33"", ""content"": ""The left hand wildebeest insisted that the object in the water is a crocodile. It threw a pebble at the object, but go no reaction, so it splashed water on it. It then jumped over onto the object."", ""importance"": ""6"", ""time"": 54720, ""tag"": ""prac_segB_desc""}","description"
